id,Date,IP Address,Internal Notes,Entered By,Desk/Location,Question Source,Question Type
265,10/16/19 16:05,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
266,10/16/19 16:06,,,"Library, Architecture",Architecture,Drop In,Print/Copy
267,10/16/19 16:18,,,"Library, Architecture",Architecture,Drop In,Print/Copy
268,10/16/19 16:29,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
269,10/16/19 16:34,,,"Library, Architecture",Architecture,Drop In,Printers Not Connecting to Library PCs
270,10/16/19 17:02,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
271,10/16/19 17:04,,,"Library, Architecture",Architecture,Drop In,Library Information
272,10/17/19 15:43,,,"Library, Architecture",Architecture,Drop In,Campus Information
273,10/18/19 12:41,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
274,10/18/19 14:46,,,"Library, Architecture",Architecture,Drop In,Library Information
275,10/18/19 14:46,,,"Library, Architecture",Architecture,Drop In,General Reference
276,10/18/19 15:38,,,"Library, Architecture",Architecture,Drop In,General Reference
277,10/18/19 15:38,,,"Library, Architecture",Architecture,Drop In,General Reference
278,10/18/19 17:18,,,"Library, Architecture",Architecture,Drop In,General Reference
279,10/18/19 17:18,,,"Library, Architecture",Architecture,Drop In,General Reference
280,10/20/19 13:48,,,"Library, Architecture",Architecture,Drop In,General Reference
281,10/20/19 13:48,,,"Library, Architecture",Architecture,Drop In,General Reference
282,10/20/19 15:21,,,"Library, Architecture",Architecture,Drop In,General Reference
283,10/20/19 15:21,,,"Library, Architecture",Architecture,Drop In,General Reference
284,10/20/19 15:59,,,"Library, Architecture",Architecture,Drop In,General Reference
285,10/21/19 11:29,,,"Library, Architecture",Architecture,Drop In,Library Information
286,10/21/19 12:32,,,"Library, Architecture",Architecture,Drop In,Library Information
287,10/21/19 18:19,,,"Library, Architecture",Architecture,Drop In,Printers Not Connecting to Library PCs
288,10/21/19 18:33,,,"Library, Architecture",Architecture,Drop In,Printers Not Connecting to Library PCs
289,10/21/19 18:33,,,"Library, Architecture",Architecture,Drop In,Printers Not Connecting to Library PCs
290,10/21/19 19:03,,,"Library, Architecture",Architecture,Drop In,General Reference
291,10/21/19 19:28,,,"Library, Architecture",Architecture,Drop In,General Reference
292,10/21/19 19:43,,,"Library, Architecture",Architecture,Drop In,General Reference
293,10/21/19 20:15,,,"Library, Architecture",Architecture,Drop In,General Reference
294,10/22/19 17:57,,,"Library, Architecture",Architecture,Drop In,Library Information
295,10/23/19 12:44,,,"Library, Architecture",Architecture,Drop In,General Reference
296,10/23/19 12:44,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
297,10/24/19 14:38,,,"Library, Architecture",Architecture,Drop In,Print/Copy
298,10/24/19 15:09,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
299,10/25/19 12:02,,,"Library, Architecture",Architecture,Drop In,General Reference
300,10/25/19 12:02,,,"Library, Architecture",Architecture,Drop In,Print/Copy
301,10/25/19 12:35,,,"Library, Architecture",Architecture,Telephone,Referral to Research Help
302,10/25/19 12:36,,,"Library, Architecture",Architecture,Telephone,Library Information
303,10/25/19 14:12,,,"Library, Architecture",Architecture,Drop In,General Reference
304,10/25/19 15:20,,,"Library, Architecture",Architecture,Drop In,Library Information
305,10/25/19 17:29,,,"Library, Architecture",Architecture,Drop In,Campus Information
306,10/26/19 14:08,,,"Library, Architecture",Architecture,Drop In,General Reference
307,10/26/19 14:08,,,"Library, Architecture",Architecture,Drop In,General Reference
308,10/26/19 16:24,,,"Library, Architecture",Architecture,Drop In,General Reference
309,10/26/19 16:24,,,"Library, Architecture",Architecture,Drop In,General Reference
310,10/26/19 16:47,,,"Library, Architecture",Architecture,Drop In,General Reference
311,10/28/19 12:31,,,"Library, Architecture",Architecture,Drop In,Print/Copy
312,10/28/19 13:55,,,"Library, Architecture",Architecture,Drop In,Print/Copy
313,10/28/19 19:52,,,"Library, Architecture",Architecture,Drop In,Library Information
314,10/29/19 14:24,,,"Library, Architecture",Circulation,Drop In,Other; REPROS technician came by to investigate our printer's recent touchscreen and black functional keys freezing.
315,10/29/19 15:14,,,"Library, Architecture",Architecture,Drop In,Library Information
316,10/29/19 18:00,,,"Library, Architecture",Architecture,Drop In,General Reference
317,10/29/19 19:11,,,"Library, Architecture",Architecture,Drop In,General Reference
318,10/29/19 19:11,,,"Library, Architecture",Architecture,Drop In,General Reference
319,10/29/19 19:11,,,"Library, Architecture",Architecture,Drop In,General Reference
320,10/29/19 19:13,,,"Library, Architecture",Architecture,Drop In,General Reference
321,10/29/19 19:13,,,"Library, Architecture",Architecture,Drop In,Campus Information
322,10/29/19 20:16,,,"Library, Architecture",Architecture,Drop In,Print/Copy
323,10/29/19 20:16,,,"Library, Architecture",Architecture,Drop In,Print/Copy
324,10/29/19 20:53,,,"Library, Architecture",Architecture,Drop In,Print/Copy
325,10/29/19 21:22,,,"Library, Architecture",Architecture,Drop In,Print/Copy
326,10/30/19 10:39,,,"Library, Architecture",Architecture,Drop In,Other
327,10/30/19 10:39,,,"Library, Architecture",Architecture,Drop In,Other
328,10/30/19 10:39,,,"Library, Architecture",Architecture,Drop In,General Reference
329,10/30/19 10:39,,,"Library, Architecture",Architecture,Drop In,General Reference
330,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,General Reference
331,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,General Reference
332,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
333,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
334,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
335,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
336,10/30/19 11:36,,,"Library, Architecture",Architecture,Drop In,Other
337,10/30/19 12:42,,,"Library, Architecture",Architecture,Drop In,General Reference
338,10/30/19 12:42,,,"Library, Architecture",Architecture,Drop In,General Reference
339,10/30/19 12:42,,,"Library, Architecture",Architecture,Drop In,General Reference
340,10/30/19 13:29,,,"Library, Architecture",Architecture,Drop In,Print/Copy
341,10/30/19 13:46,,,"Library, Architecture",Architecture,Drop In,General Reference
342,10/30/19 14:34,,,"Library, Architecture",Architecture,Drop In,General Reference
343,10/30/19 14:49,,,"Library, Architecture",Architecture,Drop In,Print/Copy
344,10/30/19 16:35,,,"Library, Architecture",Architecture,Drop In,General Reference
345,10/30/19 16:35,,,"Library, Architecture",Architecture,Drop In,Library Information
346,10/30/19 17:32,,,"Library, Architecture",Architecture,Drop In,Printers Not Connecting to Library PCs
347,10/30/19 17:33,,,"Library, Architecture",Architecture,Drop In,General Reference
348,10/30/19 18:44,,,"Library, Architecture",Architecture,Drop In,Library Information
349,10/30/19 19:49,,,"Library, Architecture",Architecture,Drop In,Other
350,10/30/19 19:49,,,"Library, Architecture",Architecture,Drop In,Other
351,11/1/19 11:27,,,"Library, Architecture",Architecture,Drop In,Print/Copy
352,11/1/19 13:58,,,"Library, Architecture",Architecture,Drop In,Print/Copy
353,11/1/19 14:47,,,"Library, Architecture",Architecture,Drop In,Print/Copy
354,11/1/19 14:47,,,"Library, Architecture",Architecture,Drop In,Print/Copy
355,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
356,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
357,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
358,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
359,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
360,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
361,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
362,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
363,11/1/19 15:08,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
364,11/1/19 15:52,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
365,11/1/19 16:34,,,"Library, Architecture",Architecture,Drop In,General Reference
366,11/1/19 16:34,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
367,11/1/19 17:21,,,"Library, Architecture",Architecture,Drop In,General Reference
368,11/1/19 17:22,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
369,11/2/19 13:51,,,"Library, Architecture",Architecture,Drop In,General Reference
370,11/2/19 14:38,,,"Library, Architecture",Architecture,Drop In,General Reference
371,11/2/19 16:06,,,"Library, Architecture",Architecture,Drop In,General Reference
372,11/3/19 12:25,,,"Library, Architecture",Architecture,Drop In,General Reference
373,11/3/19 13:20,,,"Library, Architecture",Architecture,Drop In,General Reference
374,11/3/19 13:28,,,"Library, Architecture",Architecture,Drop In,General Reference
375,11/3/19 15:22,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
376,11/4/19 10:21,,,"Library, Architecture",Architecture,Drop In,Library Information
377,11/5/19 14:41,,,"Library, Architecture",Architecture,Drop In,General Reference
378,11/5/19 14:41,,,"Library, Architecture",Architecture,Drop In,Library Information
379,11/5/19 14:41,,,"Library, Architecture",Architecture,Drop In,Other; Eye Research Study participant in Jenna Duncan's office
380,11/5/19 17:56,,,"Library, Architecture",Architecture,Drop In,Library Information
381,11/5/19 17:56,,,"Library, Architecture",Architecture,Drop In,General Reference
382,11/5/19 18:06,,,"Library, Architecture",Architecture,Drop In,General Reference
383,11/5/19 18:06,,,"Library, Architecture",Architecture,Drop In,General Reference
384,11/5/19 18:06,,,"Library, Architecture",Architecture,Drop In,General Reference
385,11/5/19 18:06,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
386,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,General Reference
387,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,General Reference
388,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,General Reference
389,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,General Reference
390,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
391,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,General Reference
392,11/5/19 21:28,,,"Library, Architecture",Architecture,Drop In,General Reference
393,11/6/19 10:32,,,"Library, Architecture",Architecture,Drop In,General Reference
394,11/6/19 10:32,,,"Library, Architecture",Architecture,Drop In,Library Information
395,11/6/19 10:32,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
396,11/6/19 10:32,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
397,11/6/19 10:58,,,"Library, Architecture",Architecture,Drop In,Other
398,11/6/19 11:58,,,"Library, Architecture",Architecture,Drop In,Other
399,11/6/19 12:01,,,"Library, Architecture",Architecture,Drop In,Print/Copy
400,11/6/19 12:16,,,"Library, Architecture",Architecture,Telephone,General Reference
401,11/6/19 14:05,,,"Library, Architecture",Architecture,Telephone,General Reference
402,11/6/19 14:05,,,"Library, Architecture",Architecture,Drop In,General Reference
403,11/6/19 14:05,,,"Library, Architecture",Architecture,Drop In,General Reference
404,11/6/19 14:05,,,"Library, Architecture",Architecture,Drop In,General Reference
405,11/6/19 14:05,,,"Library, Architecture",Architecture,Drop In,General Reference
406,11/6/19 14:27,,,"Library, Architecture",Architecture,Drop In,General Reference
407,11/6/19 14:38,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
408,11/6/19 15:07,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
409,11/6/19 18:29,,,"Library, Architecture",Architecture,Drop In,General Reference
410,11/6/19 19:05,,,"Library, Architecture",Architecture,Drop In,Other
411,11/6/19 19:05,,,"Library, Architecture",Architecture,Drop In,Other
412,11/6/19 19:05,,,"Library, Architecture",Architecture,Drop In,Other
413,11/6/19 19:05,,,"Library, Architecture",Architecture,Drop In,Other
414,11/6/19 19:05,,,"Library, Architecture",Architecture,Drop In,Other
415,11/6/19 21:51,,,"Library, Architecture",Architecture,Drop In,Other
416,11/6/19 21:51,,,"Library, Architecture",Architecture,,Other
417,11/7/19 11:54,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
418,11/7/19 11:54,,,"Library, Architecture",Architecture,Drop In,General Reference
419,11/7/19 11:54,,,"Library, Architecture",Architecture,Drop In,General Reference
420,11/7/19 11:54,,,"Library, Architecture",Architecture,Drop In,General Reference
421,11/7/19 11:54,,,"Library, Architecture",Architecture,Drop In,General Reference
422,11/7/19 11:55,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
423,11/7/19 11:55,,,"Library, Architecture",Architecture,Drop In,Print/Copy
424,11/7/19 11:55,,,"Library, Architecture",Architecture,Drop In,Print/Copy
425,11/7/19 12:03,,,"Library, Architecture",Architecture,Drop In,Print/Copy
426,11/7/19 14:53,,,"Library, Architecture",Architecture,Drop In,Library Information
427,11/7/19 15:32,,,"Library, Architecture",Architecture,Drop In,General Reference
428,11/7/19 16:04,,,"Library, Architecture",Architecture,Drop In,Library Information
429,11/7/19 19:50,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
430,11/7/19 19:50,,,"Library, Architecture",Architecture,Drop In,Other
431,11/7/19 19:50,,,"Library, Architecture",Architecture,Drop In,Other
432,11/7/19 19:50,,,"Library, Architecture",Architecture,Drop In,Other
433,11/7/19 19:50,,,"Library, Architecture",Architecture,Drop In,Other
434,11/7/19 20:45,,,"Library, Architecture",Architecture,Drop In,Other
435,11/7/19 20:45,,,"Library, Architecture",Architecture,Drop In,Other
436,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
437,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
438,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
439,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
440,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
441,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
442,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
443,11/8/19 15:48,,,"Library, Architecture",Architecture,Drop In,General Reference
444,11/8/19 17:29,,,"Library, Architecture",Architecture,Drop In,General Reference
445,11/9/19 14:35,,,"Library, Architecture",Architecture,Drop In,Other
446,11/9/19 14:56,,,"Library, Architecture",Architecture,Drop In,Other
447,11/11/19 13:35,,,"Library, Architecture",Architecture,Drop In,General Reference
448,11/11/19 13:35,,,"Library, Architecture",Architecture,Drop In,Library Information
449,11/13/19 10:11,,,"Library, Architecture",Architecture,Drop In,General Reference
450,11/13/19 10:48,,,"Library, Architecture",Architecture,Drop In,General Reference
451,11/13/19 10:48,,,"Library, Architecture",Architecture,Drop In,General Reference
452,11/13/19 10:48,,,"Library, Architecture",Architecture,Drop In,General Reference
453,11/13/19 10:48,,,"Library, Architecture",Architecture,Drop In,General Reference
454,11/13/19 10:48,,,"Library, Architecture",Architecture,Drop In,General Reference
455,11/13/19 11:15,,,"Library, Architecture",Architecture,Drop In,General Reference
456,11/13/19 11:15,,,"Library, Architecture",Architecture,Drop In,General Reference
457,11/13/19 11:15,,,"Library, Architecture",Architecture,Drop In,General Reference
458,11/13/19 11:27,,,"Library, Architecture",Architecture,Drop In,General Reference
459,11/13/19 12:52,,,"Library, Architecture",Architecture,Drop In,Print/Copy
460,11/13/19 13:47,,,"Library, Architecture",Architecture,Drop In,General Reference
461,11/13/19 14:01,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
462,11/13/19 14:01,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
463,11/13/19 14:30,,,"Library, Architecture",Architecture,Drop In,General Reference
464,11/13/19 14:30,,,"Library, Architecture",Architecture,Drop In,General Reference
465,11/13/19 14:30,,,"Library, Architecture",Architecture,Drop In,General Reference
466,11/13/19 14:30,,,"Library, Architecture",Architecture,Drop In,General Reference
467,11/13/19 14:45,,,"Library, Architecture",Architecture,Drop In,General Reference
468,11/13/19 15:46,,,"Library, Architecture",Architecture,Drop In,General Reference
469,11/13/19 15:47,,,"Library, Architecture",Architecture,Drop In,General Reference
470,11/13/19 15:47,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
471,11/13/19 15:47,,,"Library, Architecture",Architecture,Drop In,Print/Copy
472,11/13/19 17:09,,,"Library, Architecture",Architecture,Drop In,Library Information
473,11/13/19 17:20,,,"Library, Architecture",Architecture,Drop In,Library Information
474,11/14/19 14:41,,,"Library, Architecture",Circulation,Drop In,Scanner/Microfilm
475,11/14/19 14:42,,,"Library, Architecture",Circulation,Drop In,Library Information
476,11/14/19 14:42,,,"Library, Architecture",Circulation,Drop In,General Reference
477,11/14/19 14:42,,,"Library, Architecture",Circulation,Drop In,Referral to Research Help
478,11/14/19 20:33,,,"Library, Architecture",Architecture,Drop In,Library Information
479,11/14/19 20:33,,,"Library, Architecture",Architecture,Drop In,General Reference
480,11/14/19 21:57,,,"Library, Architecture",Architecture,Drop In,General Reference
481,11/15/19 10:01,,,"Library, Architecture",Architecture,Drop In,General Reference
482,11/15/19 10:01,,,"Library, Architecture",Architecture,Drop In,General Reference
483,11/15/19 10:03,,,"Library, Architecture",Architecture,Drop In,General Reference
484,11/15/19 10:27,,,"Library, Architecture",Architecture,Drop In,General Reference
485,11/15/19 10:27,,,"Library, Architecture",Architecture,Drop In,General Reference
486,11/15/19 10:27,,,"Library, Architecture",Architecture,Drop In,General Reference
487,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,Print/Copy
488,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,Print/Copy
489,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,Print/Copy
490,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,General Reference
491,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,General Reference
492,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,General Reference
493,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,General Reference
494,11/15/19 17:10,,,"Library, Architecture",Architecture,Drop In,General Reference
495,11/15/19 17:28,,,"Library, Architecture",Architecture,Drop In,Print/Copy
496,11/16/19 14:19,,,"Library, Architecture",Architecture,Drop In,General Reference
497,11/16/19 14:19,,,"Library, Architecture",Architecture,Drop In,General Reference
498,11/16/19 16:57,,,"Library, Architecture",Architecture,Drop In,Print/Copy
499,11/17/19 13:57,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
500,11/18/19 11:17,,,"Library, Architecture",Architecture,Drop In,General Reference
501,11/18/19 11:17,,,"Library, Architecture",Architecture,Drop In,Library Information
502,11/18/19 11:34,,,"Library, Architecture",Architecture,Drop In,Other; supply of scrap paper? referred patron to our recycling bin for old print jobs for paper
503,11/18/19 12:17,,,"Library, Architecture",Architecture,Drop In,Library Information
504,11/18/19 13:35,,,"Library, Architecture",Architecture,Drop In,"[""Other"",""Two members of the School of Architecture faculty, Jeff and Marc, who teach 2nd yr Architecture students came in to look at all SmartTVs ava"
505,11/19/19 18:58,,,"Library, Architecture",Architecture,Drop In,General Reference
506,11/19/19 18:58,,,"Library, Architecture",Architecture,Drop In,General Reference
507,11/19/19 18:58,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
508,11/19/19 21:43,,,"Library, Architecture",Architecture,Drop In,Other
509,11/19/19 21:43,,,"Library, Architecture",Architecture,Drop In,Other
510,11/20/19 11:17,,,"Library, Architecture",Architecture,Drop In,Other
511,11/20/19 11:17,,,"Library, Architecture",Architecture,Drop In,Other
512,11/20/19 11:58,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
513,11/20/19 15:35,,,"Library, Architecture",Architecture,Drop In,Print/Copy
514,11/20/19 15:36,,,"Library, Architecture",Architecture,Drop In,Print/Copy
515,11/20/19 15:36,,,"Library, Architecture",Architecture,Drop In,General Reference
516,11/20/19 15:36,,,"Library, Architecture",Architecture,Drop In,General Reference
517,11/20/19 19:15,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
518,11/20/19 19:15,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
519,11/20/19 19:15,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
520,11/20/19 19:15,,,"Library, Architecture",Architecture,Drop In,General Reference
521,11/20/19 19:15,,,"Library, Architecture",Architecture,Drop In,General Reference
522,11/20/19 19:15,,,"Library, Architecture",Architecture,Drop In,General Reference
523,11/20/19 19:34,,,"Library, Architecture",Architecture,Drop In,General Reference
524,11/20/19 20:10,,,"Library, Architecture",Architecture,Drop In,General Reference
525,11/21/19 17:08,,,"Library, Architecture",Architecture,Drop In,Print/Copy
526,11/21/19 18:41,,,"Library, Architecture",Architecture,Drop In,Other
527,11/21/19 18:41,,,"Library, Architecture",Architecture,Drop In,Other
528,11/21/19 18:41,,,"Library, Architecture",Architecture,Drop In,Other
529,11/21/19 21:55,,,"Library, Architecture",Architecture,Drop In,Other
530,11/22/19 11:30,,,"Library, Architecture",Architecture,Drop In,Other
531,11/22/19 11:30,,,"Library, Architecture",Architecture,Drop In,Other
532,11/22/19 11:30,,,"Library, Architecture",Architecture,Drop In,Other
533,11/22/19 11:30,,,"Library, Architecture",Architecture,Drop In,Library Information
534,11/22/19 11:30,,,"Library, Architecture",Architecture,Drop In,Library Information
535,11/22/19 11:42,,,"Library, Architecture",Architecture,Drop In,Other
536,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Other
537,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Other
538,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Other
539,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Library Information
540,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Library Information
541,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Library Information
542,11/22/19 11:44,,,"Library, Architecture",Architecture,Drop In,Library Information
543,11/22/19 11:46,,,"Library, Architecture",Architecture,Drop In,Library Information
544,11/22/19 12:34,,,"Library, Architecture",Architecture,Drop In,General Reference
545,11/22/19 12:56,,,"Library, Architecture",Architecture,Drop In,Print/Copy
546,11/22/19 12:56,,,"Library, Architecture",Architecture,Drop In,General Reference
547,11/22/19 17:07,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
548,11/22/19 17:16,,,"Library, Architecture",Architecture,Drop In,General Reference
549,11/22/19 17:16,,,"Library, Architecture",Architecture,Drop In,Print/Copy
550,11/22/19 17:17,,,"Library, Architecture",Architecture,Drop In,Other; visitors from Levine Museum to see Jenna Duncan
551,11/22/19 17:42,,,"Library, Architecture",Architecture,Drop In,Library Information
552,11/23/19 14:04,,,"Library, Architecture",Architecture,Drop In,Other
553,11/24/19 15:44,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
554,11/24/19 15:44,,,"Library, Architecture",Architecture,Drop In,General Reference
555,11/24/19 16:48,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
556,11/25/19 11:47,,,"Library, Architecture",Architecture,Drop In,Other; student lost Niner ID right outside library entrance; referred student to SoA and CoA+A offices in Storrs Hall to check if found
557,11/25/19 11:48,,,"Library, Architecture",Architecture,Drop In,"Policies/Fines; Periodical accidently circulated to an undergraduate student, but the issue was mislabeled and not marked as periodical"
558,11/25/19 11:52,,,"Library, Architecture",Architecture,Drop In,Other; Request for a pencil or pen to use on a self-healing cutting mat
559,11/25/19 12:05,,,"Library, Architecture",Architecture,Drop In,General Reference
560,11/25/19 12:05,,,"Library, Architecture",Architecture,Drop In,Library Information
561,11/25/19 12:10,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
562,11/25/19 12:10,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
563,11/25/19 12:11,,,"Library, Architecture",Architecture,Drop In,General Reference
564,11/25/19 18:03,,,"Library, Architecture",Architecture,Drop In,General Reference
565,11/25/19 18:03,,,"Library, Architecture",Architecture,Drop In,Library Information
566,11/25/19 18:03,,,"Library, Architecture",Architecture,Drop In,Campus Information
567,11/25/19 18:03,,,"Library, Architecture",Architecture,Drop In,Print/Copy
