id,Date,IP Address,Internal Notes,Entered By,Desk/Location,Question Source,Question Type
568,11/25/19 18:55,,,"Library, Architecture",Architecture,Drop In,General Reference
569,11/25/19 19:00,,,"Library, Architecture",Architecture,Drop In,General Reference
570,11/25/19 19:00,,,"Library, Architecture",Architecture,Drop In,General Reference
571,11/25/19 20:01,,,"Library, Architecture",Architecture,Drop In,Campus Information
572,11/25/19 20:06,,,"Library, Architecture",Architecture,Drop In,Campus Information
573,11/25/19 20:08,,,"Library, Architecture",Architecture,Drop In,Campus Information
574,11/26/19 14:36,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
575,11/26/19 14:36,,,"Library, Architecture",Architecture,Drop In,Library Information
576,11/26/19 15:10,,,"Library, Architecture",Architecture,Drop In,Library Information
577,11/26/19 15:10,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
578,11/26/19 15:11,,,"Library, Architecture",Architecture,Drop In,Campus Information
579,11/26/19 15:53,,,"Library, Architecture",Architecture,Drop In,Library Information
580,11/26/19 15:53,,,"Library, Architecture",Architecture,Drop In,Library Information
581,12/2/19 11:12,,,"Library, Architecture",Architecture,Drop In,General Reference
582,12/2/19 11:12,,,"Library, Architecture",Architecture,Drop In,General Reference
583,12/2/19 11:12,,,"Library, Architecture",Architecture,Drop In,Library Information
584,12/2/19 11:12,,,"Library, Architecture",Architecture,Drop In,Other; Info about Paws for Exam Therapy event
585,12/2/19 11:13,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
586,12/2/19 15:17,,,"Library, Architecture",Architecture,Drop In,Print/Copy
587,12/2/19 15:17,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
588,12/2/19 15:18,,,"Library, Architecture",Architecture,Drop In,"Other; referral to Prospector Hall, Repros Center, for scanning large format drawing. Storrs Hall Print Lab also mentioned."
589,12/2/19 16:02,,,"Library, Architecture",Architecture,Drop In,Other; large paper trimmer for poster 42 in. long; student eventually used self-healing cutting mat.
590,12/2/19 16:41,,,"Library, Architecture",Architecture,Drop In,General Reference
591,12/2/19 16:44,,,"Library, Architecture",Architecture,Drop In,Library Information
592,12/3/19 18:06,,,"Library, Architecture",Architecture,Drop In,Other
593,12/3/19 18:42,,,"Library, Architecture",Architecture,Drop In,Other
594,12/3/19 21:00,,,"Library, Architecture",Architecture,Drop In,Other
595,12/3/19 21:00,,,"Library, Architecture",Architecture,Drop In,Other
596,12/4/19 12:06,,,"Library, Architecture",Architecture,Drop In,Library Information
597,12/4/19 12:06,,,"Library, Architecture",Architecture,Drop In,General Reference
598,12/4/19 12:34,,,"Library, Architecture",Architecture,Drop In,General Reference
599,12/4/19 12:42,,,"Library, Architecture",Architecture,Drop In,General Reference
600,12/4/19 13:06,,,"Library, Architecture",Architecture,Drop In,General Reference
601,12/4/19 14:12,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
602,12/4/19 14:48,,,"Library, Architecture",Architecture,Drop In,General Reference
603,12/4/19 14:53,,,"Library, Architecture",Architecture,Drop In,Library Information
604,12/4/19 15:29,,,"Library, Architecture",Architecture,Drop In,General Reference
605,12/4/19 15:35,,,"Library, Architecture",Architecture,Drop In,General Reference
606,12/4/19 16:30,,Looking for room 128 in Storrs Hall,"Library, Architecture",Architecture,Drop In,Campus Information
607,12/5/19 15:32,,Asked about library hours,"Library, Architecture",Architecture,Drop In,Library Information
608,12/5/19 15:33,,Asked if there were portable light boxes to be rented out.,"Library, Architecture",Architecture,Drop In,Library Information
609,12/5/19 17:00,,asked about library hours,"Library, Architecture",Architecture,Drop In,Library Information
610,12/6/19 13:25,,,"Library, Architecture",Architecture,Drop In,Print/Copy
611,12/6/19 13:25,,,"Library, Architecture",Architecture,Drop In,General Reference
612,12/6/19 14:00,,,"Library, Architecture",Architecture,Drop In,Campus Information
613,12/6/19 14:00,,,"Library, Architecture",Architecture,Drop In,Campus Information
614,12/6/19 14:21,,,"Library, Architecture",Architecture,Drop In,Print/Copy
615,12/6/19 14:21,,,"Library, Architecture",Architecture,Drop In,Campus Information
616,12/6/19 14:21,,,"Library, Architecture",Architecture,Drop In,Campus Information
617,12/6/19 16:35,,,"Library, Architecture",Architecture,Drop In,Print/Copy
618,12/6/19 16:35,,,"Library, Architecture",Architecture,Drop In,Campus Information
619,12/6/19 16:44,,,"Library, Architecture",Architecture,Drop In,Print/Copy
620,12/6/19 16:44,,,"Library, Architecture",Architecture,Drop In,Print/Copy
621,12/6/19 16:44,,,"Library, Architecture",Architecture,Drop In,Print/Copy
622,12/6/19 16:44,,,"Library, Architecture",Architecture,Drop In,Print/Copy
623,12/6/19 17:14,,,"Library, Architecture",Architecture,Drop In,General Reference
624,12/6/19 17:14,,,"Library, Architecture",Architecture,Drop In,General Reference
625,12/6/19 17:14,,,"Library, Architecture",Architecture,Drop In,General Reference
626,12/8/19 15:07,,,"Library, Architecture",Architecture,Drop In,Print/Copy
627,12/8/19 15:07,,,"Library, Architecture",Architecture,Drop In,Print/Copy
628,12/8/19 15:07,,,"Library, Architecture",Architecture,Drop In,Campus Information
629,12/8/19 15:07,,,"Library, Architecture",Architecture,Drop In,Library Information
630,12/8/19 15:07,,,"Library, Architecture",Architecture,Drop In,Library Information
631,12/8/19 15:07,,,"Library, Architecture",Architecture,Drop In,General Reference
632,12/8/19 16:49,,,"Library, Architecture",Architecture,Drop In,General Reference
633,12/8/19 16:49,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
634,12/8/19 16:49,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
635,12/8/19 16:57,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
636,12/9/19 10:38,,,"Library, Architecture",Architecture,Drop In,General Reference
637,12/9/19 13:21,,,"Library, Architecture",Architecture,Drop In,General Reference
638,12/9/19 13:21,,,"Library, Architecture",Architecture,Drop In,General Reference
639,12/9/19 19:50,,patron wanted to know if she had any current loans on her account,"Library, Architecture",Architecture,Drop In,Library Information
640,12/9/19 21:19,,patron wanted to know if equipment could be taken off campus,"Library, Architecture",Architecture,Drop In,Library Information
641,12/10/19 14:20,,,"Library, Architecture",Architecture,Drop In,Campus Information; Location of AIAS student chapter office on 2nd floor of Storrs Hall
642,12/10/19 17:41,,wanted to know hours of operation today,"Library, Architecture",Architecture,Drop In,General Reference
643,12/10/19 17:41,,wanted to know how long we were open today,"Library, Architecture",Architecture,Drop In,Library Information
644,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Print/Copy
645,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Print/Copy
646,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
647,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
648,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
649,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
650,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
651,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
652,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
653,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
654,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
655,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
656,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
657,12/11/19 8:10,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
658,12/11/19 9:38,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
659,12/11/19 9:38,,,"Library, Architecture",Architecture,Drop In,Print/Copy
660,12/11/19 12:14,,,"Library, Architecture",Architecture,Drop In,General Reference
661,12/11/19 12:57,,,"Library, Architecture",Architecture,Drop In,Library Information
662,12/11/19 15:32,,,"Library, Architecture",Architecture,Drop In,Print/Copy
663,12/11/19 17:06,,asked if atkins books can be returned at architecture library,"Library, Architecture",Architecture,Drop In,Library Information
664,12/13/19 14:35,,,"Library, Architecture",Architecture,Drop In,Print/Copy
665,12/13/19 15:14,,,"Library, Architecture",Architecture,Drop In,Print/Copy
666,1/8/20 13:55,,New student wanting to know about the library,"Library, Architecture",Architecture,Drop In,Library Information
667,1/8/20 14:33,,Student asking for directions to room 202 in Storrs Hall,"Library, Architecture",Architecture,Drop In,Campus Information
668,1/8/20 14:39,,Student asking is there was printer in library,"Library, Architecture",Architecture,Drop In,Library Information
669,1/9/20 8:29,,,"Library, Architecture",Architecture,Drop In,Other
670,1/9/20 10:17,,,"Library, Architecture",Architecture,,Other
671,1/9/20 10:17,,,"Library, Architecture",Architecture,,Other
672,1/9/20 10:17,,,"Library, Architecture",Architecture,,Other
673,1/9/20 10:17,,,"Library, Architecture",Architecture,,General Reference
674,1/9/20 10:52,,,"Library, Architecture",Architecture,,Other
675,1/9/20 11:36,,,"Library, Architecture",Architecture,Drop In,Other
676,1/9/20 14:03,,,"Library, Architecture",Architecture,Drop In,General Reference
677,1/9/20 14:03,,,"Library, Architecture",Architecture,Drop In,General Reference
678,1/9/20 14:03,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
679,1/9/20 14:05,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
680,1/9/20 18:55,,Student had question on whether she needed key/code to get into Storr Building--door was locked,"Library, Architecture",Architecture,Drop In,Campus Information
681,1/9/20 18:56,,Student had question on where room 290 was,"Library, Architecture",Architecture,Drop In,Campus Information
682,1/10/20 11:29,,,"Library, Architecture",Architecture,Drop In,General Reference
683,1/10/20 11:29,,,"Library, Architecture",Architecture,Drop In,General Reference
684,1/10/20 11:29,,,"Library, Architecture",Architecture,Drop In,General Reference
685,1/10/20 13:35,,,"Library, Architecture",Circulation,Drop In,Policies/Fines
686,1/10/20 13:35,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
687,1/10/20 13:35,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
688,1/10/20 14:10,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
689,1/10/20 14:10,,,"Library, Architecture",Architecture,Drop In,Other; Professor Heather Freeman came in to drop off equipment for library.
690,1/10/20 14:10,,,"Library, Architecture",Architecture,Drop In,General Reference
691,1/10/20 14:10,,,"Library, Architecture",Architecture,Drop In,Library Information
692,1/10/20 14:10,,,"Library, Architecture",Architecture,Drop In,Library Information
693,1/10/20 14:10,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
694,1/10/20 15:33,,,"Library, Architecture",Architecture,Drop In,Other; Location for SoA Director Candidate Presentation was asked. 
695,1/10/20 17:19,,,"Library, Architecture",Architecture,Drop In,General Reference
696,1/12/20 17:50,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
697,1/12/20 17:50,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
698,1/12/20 17:50,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
699,1/12/20 20:23,,,"Library, Architecture",Architecture,Drop In,General Reference
700,1/12/20 20:24,,,"Library, Architecture",Architecture,Drop In,General Reference
701,1/12/20 21:42,,,"Library, Architecture",Architecture,Drop In,General Reference
702,1/13/20 12:40,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
703,1/13/20 12:45,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
704,1/13/20 17:13,,had question on loan period for ARCH equipment,"Library, Architecture",Architecture,Drop In,Library Information
705,1/13/20 17:13,,Had questions on how to use scanners,"Library, Architecture",Architecture,Drop In,Library Information
706,1/15/20 10:44,,,"Library, Architecture",Architecture,Drop In,Printers Not Connecting to Library PCs
707,1/16/20 18:16,,Student looking for room 390 in storrs,"Library, Architecture",Architecture,Drop In,Campus Information
708,1/16/20 18:27,,student asking for directions,"Library, Architecture",Architecture,Drop In,Campus Information
709,1/16/20 19:34,,asking about architecture library hours,"Library, Architecture",Architecture,Drop In,Library Information
710,1/16/20 19:37,,student asking for room directions,"Library, Architecture",Architecture,Drop In,Campus Information
711,1/16/20 21:30,,had question on what genre/type of books offered at architecture lib,"Library, Architecture",Architecture,Drop In,Library Information
712,1/17/20 13:04,,,"Library, Architecture",Circulation,Drop In,Other; 4 students came in to look at original blueprints of Storrs Hall. These drawings are not in Alma and do not circulate.
713,1/17/20 14:31,,,"Library, Architecture",Architecture,Drop In,Library Information; Assisting student browsing the stacks
714,1/17/20 15:47,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
715,1/17/20 16:24,,,"Library, Architecture",Architecture,Drop In,"[""Referral to Research Help"",""student coming in to see Jenna during her office hours for suggestions for resources for Architecture 4101 class with in"
716,1/17/20 16:25,,,"Library, Architecture",Architecture,Drop In,"[""Library Information"",""A student asked what do we do with books that are de-accessioned or right-sized out of our collection? We donate them to Bette"
717,1/17/20 17:02,,,"Library, Architecture",Architecture,Drop In,General Reference
718,1/17/20 17:02,,,"Library, Architecture",Architecture,Drop In,Library Information
719,1/22/20 16:48,,,"Library, Architecture",Architecture,Drop In,Campus Information
720,1/23/20 15:55,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
721,1/23/20 15:56,,,"Library, Architecture",Architecture,Drop In,Print/Copy
722,1/24/20 13:41,,,"Library, Architecture",Architecture,Drop In,Library Information
723,1/24/20 13:41,,,"Library, Architecture",Architecture,Drop In,General Reference
724,1/24/20 14:25,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
725,1/24/20 14:28,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
726,1/24/20 14:28,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
727,1/24/20 16:08,,,"Library, Architecture",Architecture,Drop In,Other; Helped a student with a Microsoft Word feature on her laptop
728,1/24/20 16:28,,,"Library, Architecture",Architecture,Drop In,General Reference
729,1/24/20 16:29,,,"Library, Architecture",Architecture,Drop In,Other; Help with Microsoft Word
730,1/24/20 17:14,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
731,1/25/20 16:16,,,"Library, Architecture",Architecture,Drop In,General Reference
732,1/25/20 16:16,,,"Library, Architecture",Architecture,Drop In,General Reference
733,1/25/20 16:16,,,"Library, Architecture",Architecture,Drop In,General Reference
734,1/25/20 16:17,,,"Library, Architecture",Architecture,Drop In,Print/Copy
735,1/26/20 18:02,,,"Library, Architecture",Architecture,Drop In,General Reference
736,1/26/20 19:39,,,"Library, Architecture",Architecture,Drop In,Library Information
737,1/26/20 21:49,,,"Library, Architecture",Architecture,Drop In,General Reference
738,1/29/20 19:08,,,"Library, Architecture",Architecture,,Campus Information
739,1/29/20 20:11,,,"Library, Architecture",Architecture,,Other
740,1/29/20 20:11,,,"Library, Architecture",Architecture,,Other
741,1/31/20 12:41,,,"Library, Architecture",Architecture,Drop In,Library Information
742,1/31/20 12:42,,,"Library, Architecture",Architecture,Drop In,Campus Information
743,1/31/20 12:42,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
744,1/31/20 12:50,,,"Library, Architecture",Architecture,Drop In,Library Information; Question about the Mural
745,1/31/20 13:32,,,"Library, Architecture",Architecture,Telephone,Other; Call for Michelle from Collections staff Linda Wiley about periodicals 
746,1/31/20 16:29,,,"Library, Architecture",Architecture,,Library Information
747,1/31/20 16:29,,,"Library, Architecture",Architecture,Drop In,Library Information
748,2/3/20 14:03,,,"Library, Architecture",Circulation,Drop In,"Policies/Fines; inter-library loan question, where to pick up"
749,2/3/20 14:03,,,"Library, Architecture",Circulation,Drop In,"Policies/Fines; inter-library loan question, where to pick up"
750,2/3/20 14:04,,,"Library, Architecture",Architecture,Drop In,"Policies/Fines; Inter-library loan question, where to pick-up "
751,2/3/20 14:05,,,"Library, Architecture",Architecture,Drop In,"Print/Copy; helped student with printer, referenced print fees"
752,2/3/20 14:06,,,"Library, Architecture",Architecture,Drop In,Print/Copy; explained follow me once student could not printer 11x17 paper
753,2/4/20 10:04,,,"Library, Architecture",Architecture,Drop In,Other; Problems with lecture hall balc. referred to one in charge of building and offices
754,2/5/20 13:08,,Patron wanted to know if we had hi-res scanner at library,"Library, Architecture",Architecture,Drop In,Library Information
755,2/5/20 13:44,,Had question about loan period for equipment,"Library, Architecture",Architecture,Drop In,Library Information
756,2/7/20 18:31,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
757,2/7/20 18:31,,,"Library, Architecture",Circulation,Telephone,Scanner/Microfilm; Question from Atkins Library about large format scanners available
758,2/7/20 18:32,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm; Student referred to the Print Lab in Storrs Hall for large format printing
759,2/8/20 13:18,,,"Library, Architecture",Architecture,Drop In,Library Information
760,2/8/20 14:34,,,"Library, Architecture",Architecture,Drop In,Library Information
761,2/8/20 14:34,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
762,2/8/20 14:34,,,"Library, Architecture",Architecture,Drop In,Kiosk/Group Study
763,2/9/20 21:03,,,"Library, Architecture",Architecture,Drop In,General Reference
764,2/9/20 21:03,,,"Library, Architecture",Architecture,Drop In,General Reference
765,2/9/20 21:03,,,"Library, Architecture",Architecture,Drop In,General Reference
766,2/9/20 21:20,,,"Library, Architecture",Architecture,Drop In,General Reference
767,2/9/20 21:49,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
768,2/10/20 14:26,,,"Library, Architecture",Architecture,Drop In,Other; problem with camera cord for #7; supervisor switched out cord from camera # 9
769,2/10/20 14:26,,,"Library, Architecture",Architecture,Drop In,Library Information
770,2/10/20 14:54,,,"Library, Architecture",Circulation,Telephone,Other; Call for Michelle
771,2/10/20 14:54,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
772,2/10/20 21:51,,,"Library, Architecture",Architecture,,Campus Information
773,2/10/20 21:51,,,"Library, Architecture",Architecture,,Other
774,2/11/20 9:59,,,"Library, Architecture",Architecture,Drop In,Other; Equipment and talking with supervisor for setting up event on Feb. 21st in library
775,2/12/20 18:39,,,"Library, Architecture",Architecture,,Campus Information
776,2/14/20 14:01,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
777,2/14/20 15:37,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
778,2/16/20 21:47,,,"Library, Architecture",Architecture,Drop In,General Reference
779,2/17/20 10:44,,,"Library, Architecture",Architecture,Drop In,Other; Came to photograph library
780,2/18/20 17:52,,,"Library, Architecture",Architecture,,Scanner/Microfilm
781,2/18/20 17:52,,,"Library, Architecture",Architecture,,Print/Copy
782,2/19/20 10:51,,,"Library, Architecture",Architecture,Drop In,Library Information; Expressing gratitude for free earplugs at Architecture front desk!
783,2/19/20 10:51,,,"Library, Architecture",Architecture,Drop In,"[""Library Information"",""Question about Mac computers if they are available for beyond internet searching and the searching the library catalog: Answer"
784,2/19/20 13:29,,asking about Projective Eye Gallery Exhibit listed on COAA website,"Library, Architecture",Architecture,Drop In,General Reference
785,2/21/20 14:07,,,"Library, Architecture",Architecture,Drop In,Other; HDMI cord.
786,2/21/20 14:09,,,"Library, Architecture",Architecture,Drop In,Print/Copy
787,2/21/20 14:14,,,"Library, Architecture",Architecture,Drop In,Other; Bag security
788,2/21/20 14:15,,,"Library, Architecture",Architecture,Drop In,Other; Place to leave backpacks during CareerExpo
789,2/21/20 14:32,,,"Library, Architecture",Architecture,Drop In,Other; Faculty brought in books for course reserves
790,2/21/20 14:32,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
791,2/21/20 14:32,,,"Library, Architecture",Architecture,Drop In,Library Information
792,2/22/20 12:04,,,"Library, Architecture",Architecture,Drop In,General Reference
793,2/22/20 16:30,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
794,2/23/20 16:55,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
795,2/23/20 17:03,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
796,2/26/20 17:11,,,"Library, Architecture",Architecture,Drop In,Other; Problem with equipment loaned reported by patron to supervisor
797,2/26/20 17:33,,,"Library, Architecture",Architecture,Drop In,Library Information; where are our book drops?
798,2/26/20 20:46,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
799,2/28/20 12:40,,,"Library, Architecture",Architecture,Drop In,Library Information; Where was today's book sale? Patrons directed to Atkins Library Halton Room.
800,2/28/20 13:33,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm
801,2/28/20 14:27,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
802,2/28/20 14:27,,,"Library, Architecture",Architecture,Drop In,Library Information
803,2/28/20 18:15,,,"Library, Architecture",Architecture,Drop In,Other; Referral to School of Architecture office for lost and found in Storrs Hall
804,2/28/20 18:15,,,"Library, Architecture",Architecture,Drop In,Other; Referral to School of Architecture Office for lost and found in Storrs Hall
805,3/9/20 15:33,,had questions on locating books/subject material,"Library, Architecture",Architecture,Drop In,Library Information
806,3/11/20 13:05,,"Lecture by Bruce Lindsey for 2 SoA classes taught by Peter Wong and David Thaddeus, number of participants: 24","Library, Architecture",Architecture,,Other
807,3/11/20 13:05,,Patron had question on if he needed 49er card to print in Arch Lib,"Library, Architecture",Architecture,Drop In,Library Information
808,3/11/20 15:13,,had question on loan period for books,"Library, Architecture",Architecture,Drop In,Library Information
809,3/11/20 15:13,,had question on fines for late books,"Library, Architecture",Architecture,Drop In,Library Information
810,3/11/20 15:13,,had question on renewals for books,"Library, Architecture",Architecture,Drop In,Library Information
811,3/11/20 16:05,,,"Library, Architecture",Architecture,Drop In,Library Information
812,3/11/20 16:05,,,"Library, Architecture",Architecture,Drop In,Library Information
813,3/11/20 16:05,,,"Library, Architecture",Architecture,Drop In,Library Information
814,3/11/20 16:05,,,"Library, Architecture",Architecture,Drop In,Library Information
815,3/11/20 16:09,,,"Library, Architecture",Architecture,Drop In,Library Information
816,3/11/20 16:42,,,"Library, Architecture",Architecture,Drop In,"[""Other"",""faculty requesting remotes for screens in Crit rooms and other areas in Storrs Hall that have wall TVs. Michelle noted request and will pass"
817,3/11/20 17:30,,,"Library, Architecture",Architecture,Drop In,"Referral to Research Help; Faculty member has a book for Jenna R., research librarian."
818,3/11/20 17:30,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
819,3/11/20 17:30,,,"Library, Architecture",Architecture,Drop In,Library Information
820,3/13/20 14:30,,,"Library, Architecture",Circulation,Drop In,Library Information
821,3/13/20 14:30,,,"Library, Architecture",Circulation,Drop In,Policies/Fines
822,3/13/20 15:52,,,"Library, Architecture",Architecture,Drop In,Library Information
823,3/13/20 16:50,,,"Library, Architecture",Architecture,Drop In,General Reference
824,3/13/20 16:50,,,"Library, Architecture",Architecture,Drop In,General Reference
825,3/13/20 17:15,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
826,3/13/20 17:16,,,"Library, Architecture",Architecture,Drop In,General Reference
827,3/13/20 17:16,,,"Library, Architecture",Architecture,Drop In,Campus Information
828,3/13/20 17:16,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
829,3/13/20 17:16,,,"Library, Architecture",Architecture,Drop In,Referral to Research Help
830,3/14/20 14:38,,,"Library, Architecture",Architecture,Drop In,Policies/Fines
831,3/15/20 20:34,,,"Library, Architecture",Architecture,Drop In,Library Information
832,3/15/20 20:34,,,"Library, Architecture",Architecture,Drop In,Library Information
833,3/15/20 21:48,,,"Library, Architecture",Architecture,Drop In,Scanner/Microfilm